,username,text
2217,yung ir, choreocarnival  tomorrow night   it s going down  come catch my live set   vibes brought by yours truly my squad is on point and ready to set that stage on fire    be    
2218,mult co fire ems log,med   medical at     block of se    nd ave  portland  or  portland fire  rp                    pdx   
2219,conrad corpus,smoke and mirrors   sf  sanfrancisco  citylights  sfnight   san francisco  california   
2220,  pipeline   paradise  ,escape to paradise daily to hear all your favorite hawaiian and island style music   las vegas     hour hawaiian and island music station is pipeline   paradise   your island music    
2221,mult co fire ems log,med   medical at     block of nw flanders st  portland  or  portland fire  rp                    pdx   
2222,mult co fire ems log,med   medical at      block of ne alberta ct  portland  or  portland fire  rp                    pdx   
2223,mult co fire ems log,med   medical at   se grand ave  portland  or  portland fire  rp                    pdx   
2224,marguerite beebe,a little nightly walk in vegas from our temporary home      paradise  nevada   
2225,kory live from a closet,back to  sacramento today  so sad to see  california still burning   campfire  norcal  smoke   sacramento  california   
2226,total traffic la,    woolseyfire closure    road closed due to the woolsey fire  in  pointmugu on pacific coast hwy sb before mulh     
2227,mult co fire ems log,power   line or pole down or arcing at se    rd ave   se yukon st  portland  or  portland fire  rp                    pdx   
2228,mult co fire ems log,med   medical at      block of n vancouver ave  portland  or  portland fire  rp                    pdx   
2229,mult co fire ems log,med   medical at       block of se main st  portland  or  portland fire  rp                    pdx   
2230,mult co fire ems log,med   medical at       block of se division st  portland  or  portland fire  rp                    pdx   
2231,brian gagliardi,smoke in the sky   masks on the face         today   november   th       san francisco  california      sanfrancisco  california  sony  sonya rii  sonyalpha  sonya  sonyimages  lifeframer    
2232,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
2233,mult co fire ems log,med   medical at     block of se morrison st  portland  or  portland fire  rp                    pdx   
2234,mult co fire ems log,med   medical at      block of ne   nd ave  portland  or  portland fire  rp                    pdx   
2235,mult co fire ems log,ilburn   illegal burning at      block of se pine st  portland  or  portland fire  rp                    pdx   
2236,fernanda,missing the sky after nearly   weeks of smoke    liberty street historic district   
2237,mult co fire ems log,med   medical at      block of n missouri ave  portland  or  portland fire  rp                    pdx   
2238,katie,the famous golden gate bridge from different angles abit smoky from the fires but still incredible   tomorrow we are off to my dream destination new york wowowow   golden gate bridge   
2239,mult co fire ems log,smokes   smoke investigation inside a structure at      block of sw   th ave  portland  or  portland fire  rp                    pdx   
2240,yerba mate sparkling grapefuit ginger,turns out i m garbage at pouring beer but thanks  hogsapothecary for letting me help for your camp fire fundraiser  also thanks  thwestoakland for letting us    
2241,mult co fire ems log,med   medical at   se   th ave  portland  or  portland fire  rp                    pdx   
2242,oleg bozhenko,nexus player                                                                  bt                                           chromecast                             nvidia shield                                                                          amazon fire tv stick  k 
2243,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
2244,mult co fire ems log,med   medical at w burnside st   nw   th ave  portland  or  portland fire  rp                    pdx   
2245,mult co fire ems log,med   medical at       block of sw capitol hwy  portland  or  portland fire  rp                    pdx   
2246,mult co fire ems log,med   medical at sw naito pkwy   morrison brg   naito pkwy ramp  portland  or  portland fire  rp                    pdx   
2247,deepraj mandrekar, driftfotos     the hoonicorn is the only car i ve shot that leaves little fires wherever it goes  it really is     hp of terror  check out the recent build biology on this beast and when    
2248,katie,the famous golden gate bridge from different angles abit smoky from the fires but still incredible   tomorrow we are off to my dream destination new york wowowow    golden gate bridge   
2249,mult co fire ems log,med   medical at      block of sw canyon rd  portland  or  portland fire  rp                    pdx   
2250,mult co fire ems log,med   medical at      block of n commercial ave  portland  or  portland fire  rp                    pdx   
2251,mult co fire ems log,water   water problem at ne    th ave   ne halsey st  portland  or  portland fire  rp                    pdx   
2252,pump it up magazine,make a mug of hot cocoa  snuggle under your warmest blanket  and settle in for a long winter s read by the fire with these cozy christmas books  click here to discover our selection    
2253,anne sauer,feeling privileged to have been able to escape to tahoe for a couple days of smoke free air   seenonmyride  scenicoverlook   scenic overlook  mount rose hwy   
2254,mult co fire ems log,ta    traffic accident    st response  fire   ems  at ne wheeler ave   ne multnomah st  portland  or  portland fire  rp                  
2255,mult co fire ems log,med   medical at       block of se foster rd  portland  or  portland fire  rp                    pdx   
2256,mult co fire ems log,med   medical at       block of se division st  portland  or  portland fire  rp                    pdx   
2257,mult co fire ems log,pubast   public assist at       block of ne halsey st  portland  or  portland fire  rp                    pdx   
2258,luis cueto,this game was for the border bar and grill shooting victims and the fire victims   good game     monday pic twitter com wnzksjxh n
2259,mult co fire ems log,ilburn   illegal burning at nw   th ave   nw raleigh st  portland fire  rp                    pdx   
